Pubchem_SID,Pubchem_CID,SMILES,Activity_Outcome
17385276,3247221,CN(C)C(=O)C1=CC2=C(N1CCSCCO)C[C@@H]3[C@H]2[C@](N(C3)C(=O)C4=CC=CC=C4)(CC5=CC=CC=C5)C(=O)OC,Inactive
17385277,3247244,COC(=O)[C@]1([C@@H]2[C@@H](CC3=C2C=C(N3CC4=CN=C(C=C4)C(F)(F)F)C(=O)N5CCCC5)CN1C(=O)C6=CC=CC=C6)CC7=CC=C(C=C7)F,Inactive
17385278,3247252,COC(=O)[C@]1([C@@H]2[C@@H](CC3=C2C=C(N3CC4CC4)C(=O)N5CCCC5)CN1C(=O)C6=CC=CC=C6)CC7=CC=C(C=C7)F,Inactive
17385279,3247259,CN(C)C(=O)C1=CC2=C(N1CCSCCO)C[C@@H]3[C@H]2[C@](N(C3)C(=O)C4=CC=CC=C4)(CC5=CC=C(C=C5)F)C(=O)OC,Inactive
17385280,3247223,CN(C)C(=O)C1=CC2=C(N1C[C@@H](CO)O)C[C@@H]3[C@H]2[C@](N(C3)C(=O)C4=CC=CC=C4)(CC5=CC=CC=C5)C(=O)OC,Inactive
17385282,3247260,CN1C2=C(C=C1C(=O)N(C)C)[C@H]3[C@@H](C2)CN([C@@]3(CC4=CC=C(C=C4)F)C(=O)OC)C(=O)C5=CC=CC=C5,Inactive
17385285,3247231,COC1=CC=C(C=C1)C[C@@]2([C@@H]3[C@@H](CC4=C3C=C(N4CCN5CNCC5=O)C(=O)N6CCCC6)CN2C(=O)C7=CC=CC=C7)C(=O)OC,Inactive
17385286,3247246,COC(=O)[C@]1([C@@H]2[C@@H](CC3=C2C=C(N3CC4=CC=CC=C4)C(=O)N5CCCC5)CN1C(=O)C6=CC=CC=C6)CC7=CC=C(C=C7)F,Inactive
17385287,3247261,CN(C)C(=O)C1=CC2=C(N1CC3=CC=C(C=C3)S(=O)(=O)C)C[C@@H]4[C@H]2[C@](N(C4)C(=O)C5=CC=CC=C5)(CC6=CC=C(C=C6)F)C(=O)OC,Inactive
17385288,3247229,COC1=CC=C(C=C1)C[C@@]2([C@H]3C(=C)C(=O)C=C3CN2C(=O)C4=CC=CC=C4)C(=O)OC,Inactive
17385289,3247208,CN(C)C(=O)C1=CC2=C(N1CCN3CNCC3=O)C[C@@H]4[C@H]2[C@](N(C4)C(=O)C5=CC=CC=C5)(CC6=CC=C(C=C6)OC)C(=O)OC,Inactive
17385290,3247238,COC(=O)[C@]1([C@@H]2[C@@H](CC3=C2C=C(N3CCF)C(=O)N4CCCC4)CN1C(=O)C5=CC=CC=C5)CC6=CC=C(C=C6)F,Inactive
17385291,3247247,COC(=O)[C@]1([C@@H]2[C@@H](CC3=C2C=C(N3CCO)C(=O)N4CCCC4)CN1C(=O)C5=CC=CC=C5)CC6=CC=C(C=C6)F,Inactive
17385292,3247254,CN(C)C(=O)C1=CC2=C(N1)C[C@@H]3[C@H]2[C@](N(C3)C(=O)C4=CC=CC=C4)(CC5=CC=C(C=C5)F)C(=O)OC,Inactive
17385293,3247262,CN(C)C(=O)C1=CC2=C(N1CCOC)C[C@@H]3[C@H]2[C@](N(C3)C(=O)C4=CC=CC=C4)(CC5=CC=C(C=C5)F)C(=O)OC,Inactive
17385294,3247214,CN(C)C(=O)C1=CC2=C(N1CC3=CC=C(C=C3)S(=O)(=O)C)C[C@@H]4[C@H]2[C@](N(C4)C(=O)C5=CC=CC=C5)(CC6=CC=C(C=C6)OC)C(=O)OC,Inactive
17385296,3247248,COC(=O)CN1C2=C(C=C1C(=O)N3CCCC3)[C@H]4[C@@H](C2)CN([C@@]4(CC5=CC=C(C=C5)F)C(=O)OC)C(=O)C6=CC=CC=C6,Inactive
17385298,3247263,CN(C)C(=O)C1=CC2=C(N1CCF)C[C@@H]3[C@H]2[C@](N(C3)C(=O)C4=CC=CC=C4)(CC5=CC=C(C=C5)F)C(=O)OC,Inactive
17385299,5459495,CC1C2=CC(NCC2=C(C1=O)C)(C)C(=O)OC,Inactive
17385302,5459446,C[C@@H]1C(C(C2CC[C@@H]3[C@@H]4C2=C1CN([C@@]4(COC3OCC5=CC=C(C=C5)OC)C)C(=O)OC(C)(C)C)CO)CO,Inactive
17385303,5459454,C[C@@H]1C(C(C2CC[C@@H]3[C@@H]4C2=C1CN([C@@]4(COC3OCC5=C(C=C(C=C5)F)C(F)(F)F)C)C(=O)OC(C)(C)C)COC)COC,Inactive
17385306,5459496,CC1C2=CC(NCC2=C(C1=O)C3=CC=CC=C3)(C)C(=O)OC,Inactive
17385308,5459458,CCCC1=CC2=C(N1CC3=CC=CO3)C(C4C2C(N(C4)C(=O)C5=CC=CC=C5)(C)C(=O)OC)C,Inactive
17385309,5459447,C[C@@H]1C(C(C2CC[C@@H]3[C@@H]4C2=C1CN([C@@]4(COC3OCC5=C(C=C(C=C5)F)C(F)(F)F)C)C(=O)OC(C)(C)C)CO)CO,Inactive
17385310,5459512,CC1(C2=CC3(C(=O)N(C(=O)N3CC2=C(C1=O)C4=CC=CC=C4)CCC5=CC=CC=C5)CC6=CC=C(C=C6)F)C,Inactive
17385314,5459448,C[C@@H]1C(C(C2CC[C@@H]3[C@@H]4C2=C1CN([C@@]4(COC3OCC5=C(C=C(C=C5)F)C(F)(F)F)C)C(=O)OC(C)(C)C)COC(=O)C)COC(=O)C,Inactive
17385316,5459509,CCCC1(C=C2C(C(=O)C(=C2CN1)C)C)C(=O)OC,Inactive
17385317,5459508,CC1C2=CC(NCC2=C(C1=O)C)(CC(C)C)C(=O)OC,Inactive
17385318,5459460,CCCC1=CC2=C(N1CCO)C(C3C2C(N(C3)C(=O)C4=CC=CC=C4)(C)C(=O)OC)C,Inactive
17385319,5459449,C[C@@H]1C2COC(=O)OCC2C3CC[C@@H]4[C@@H]5C3=C1CN([C@@]5(COC4OCC6=C(C=C(C=C6)F)C(F)(F)F)C)C(=O)OC(C)(C)C,Inactive
17385320,5459513,CC1(C2=CC3(C(=O)N(C(=O)N3CC2=C(C1=O)C4=CC=CC=C4)CCC5=CC=CC=C5)CC6=CC=C(C=C6)C(F)(F)F)C,Inactive
17385321,5461554,CC1=C(C(NC(=O)N1CCCCCC(=O)O)C2=CC=C(C=C2)Cl)C(=O)OCC3=CC=CC=C3,Inactive
17385323,5459503,CCCC1(C=C2C(C(=O)C(=C2CN1)C(C)C)C)C(=O)OC,Inactive
17385326,5459450,CC[C@@H]1C(C(C2CC[C@@H]3[C@@H]4C2=C1CN([C@@]4(COC3OCC5=C(C=C(C=C5)F)C(F)(F)F)C)C(=O)OC(C)(C)C)COC(=O)C)COC(=O)C,Inactive
17385327,5459510,CC(=C1[C@H]2C(=C(C1=O)C3=CC=CC=C3)CN4[C@@]2(C(=O)N(C4=O)CCC5=CC=CC=C5)CC6=CC=C(C=C6)C(F)(F)F)C,Inactive
17385328,5459506,CCCC1(C=C2C(C(=O)C(=C2CN1)C3=CC=CC=C3)C)C(=O)OC,Inactive
17385329,5459505,CC1C2=CC(NCC2=C(C1=O)C3=CC=CC=C3)(CC(C)C)C(=O)OC,Inactive
17385331,5459451,CC[C@@H]1C2COC(=O)OCC2C3CC[C@@H]4[C@@H]5C3=C1CN([C@@]5(COC4OCC6=C(C=C(C=C6)F)C(F)(F)F)C)C(=O)OC(C)(C)C,Inactive
17385332,5459514,CC(=C1[C@H]2C(=C(C1=O)C3=CC=CC=C3)CN4[C@@]2(C(=O)N(C4=O)CCC5=CC=CC=C5)C)C,Inactive
17385335,11948723,C[C@@H]1[C@@H]([C@@H]([C@H]2CC[C@H]3[C@H]4C2=C1CN([C@]4(CO[C@@H]3OC)C)C(=O)OC(C)(C)C)CO)CO,Inactive
17385336,5459452,CC[C@@H]1C(C(C2CC[C@@H]3[C@@H]4C2=C1CN([C@@]4(COC3OCC5=C(C=C(C=C5)F)C(F)(F)F)C)C(=O)OC(C)(C)C)COC)COC,Inactive
17385337,5459516,CC(=C1[C@H]2C(=C(C1=O)C3=CC=CC=C3)CN4[C@@]2(C(=O)N(C4=O)CCC5=CC=CC=C5)CC6=CC=CC=C6)C,Inactive
17385339,5459456,CCCC1=CC2=C(N1CC3=CC=C(C=C3)C)C(C4C2C(N(C4)C(=O)C5=CC=CC=C5)(C)C(=O)OC)C,Inactive
17385340,5459445,CC[C@@H]1C(C(C2CC[C@@H]3[C@@H]4C2=C1CN([C@@]4(COC3OC)C)C(=O)OC(C)(C)C)CO)CO,Inactive
17385341,5459453,C[C@@H]1C(C(C2CC[C@@H]3[C@@H]4C2=C1CN([C@@]4(COC3OCC5=CC=C(C=C5)OC)C)C(=O)OC(C)(C)C)COC)COC,Inactive
17385342,5459515,CC1(C2=CC3(C(=O)N(C(=O)N3CC2=C(C1=O)C4=CC=CC=C4)CCC5=CC=CC=C5)CC6=CC=CC=C6)C,Inactive
17385661,852078,C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2N=CC=C3,Inactive
17385723,833939,CCC(=O)NC(=S)NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C,Inactive
17385801,903461,CCC1=CC2=C(C=C1)NC(=C2N=NC3=NC(=CS3)C4=CC=CC=C4)O,Inactive
17385805,5567755,CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/NC(=O)/C(=C/C3=CN=CC=C3)/S2,Inactive
17385806,1729040,C1=CC=C(C(=C1)CN2C(=O)/C(=C\C3=CC=CN3C4=CC=CC(=C4)C(=O)O)/SC2=O)C#N,Inactive
17385808,9601309,CC1=CC=C(C=C1)/S(=N/S(=O)(=O)C2=CC=C(C=C2)C)/C,Inactive
17385810,1825798,CCCCNC(=O)NS(=O)(=O)C1=C(C=CN=C1)SC2=CC=C(C=C2)Cl,Inactive
17385813,135440806,C1CCN(CC1)C/C(=C(\C#N)/C2=NC(=CS2)C3=CC=C(C=C3)Cl)/O,Inactive
17385894,2083609,C1=CC(=CC=C1C2=CC=C(N2NC(=O)N)CCC(=O)O)F,Inactive
17385993,2526911,C=CC(=O)NC(C1=CC=C(C=C1)Br)NC(=O)C=C,Inactive
17385997,1015221,CC1=CC=CC=C1OCC(=O)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)NC3CCCCC3,Inactive
17385999,135472957,C1=COC(=C1)CNC(=S)N/N=C/C2=CC=C(C=C2)O,Inactive
17386002,1751796,CCOC1=C(C(=CC(=C1)/C=C\2/C(=O)/C(=C/C3=CC(=C(C(=C3)Cl)O)OCC)/CCC2)Cl)O,Inactive
17386005,827122,C1=CC=C(C(=C1)CC(=O)O)SC2=CC=C(C=C2)N,Inactive
17386006,3075864,CC1=CC=C(C=C1)N2CCN(CC2)CCCNC(=O)C3=C(C=CC(=C3)S(=O)(=O)N)OC,Inactive
17386028,11948751,CC(CN(CCC(=O)N)CCC(=O)N)O.C(=O)(C(=O)O)O,Inactive
17386056,2887241,CCOC(=O)C1=C(SC=C1C2=CC=C(C=C2)C)NC(=O)C3CC=CCC3C(=O)O,Inactive
17386118,822442,C1=CC(=CN=C1)CNS(=O)(=O)C2=CN=C(C=C2)Cl,Inactive
17386133,135431507,CC1=CC=C(C=C1)N=NC2=C(NN3C2=NC4=C(C3=O)CCCC4)N,Inactive
17386161,1202882,CC1=C(C=C(C=C1)C(=O)O)N2C(=O)C3=CC=CC4=CC(=CC(=C43)C2=O)Br,Inactive
17386335,315800,C1=CC=C(C(=C1)C(=O)NC2=NC=CS2)C(=O)O,Inactive
17386560,3466578,CC1=CC=C(C=C1)C2=C(SC(=C2C(=O)OC(C)C)NC(=O)C3C4CCC(C3C(=O)O)O4)C,Inactive
17386564,4523283,CC1=C(C(=C(S1)NC(=O)C2CCCCC2C(=O)O)C(=O)N)C3=CC=C(C=C3)C(C)(C)C,Inactive
17386591,4651959,CC1=C(C(=C(S1)NC(=O)C2C3CCC(C2C(=O)O)O3)C(=O)OC(C)C)C4=CC=C(C=C4)Cl,Inactive
17386594,3484193,CCOC(=O)C1=C(SC(=C1C2=CC=C(C=C2)C)C)NC(=O)C3C4CCC(C3C(=O)O)O4,Inactive
17386615,3416015,CCOC(=O)C1=C(SC=C1C2=CC=C(C=C2)C3=CC=CC=C3)NC(=O)C4C5CCC(C4C(=O)O)O5,Inactive
17386661,1008732,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=C(SC=C4)C(=O)OC,Inactive
17386992,991038,CC1(CC(=O)C(C(=O)C1)C(C2C(=O)CC(CC2=O)(C)C)C3=CC=CC=C3F)C,Inactive
17387134,1763075,CC1=C(C(=NN1CC2=C(C=CC=C2Cl)Cl)C)NC(=O)C3=CN(N=C3C4=CC=CC=C4)C5=CC=CC=C5,Inactive
17387443,4318591,CCOC(=O)COC1=C(C=C(C=C1OC)Cl)C2NC3=CC=CC=C3C(=O)N2C4=CC=CC(=C4)C,Inactive
17387445,4180801,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)CSC3=NN=C(N3C4=CC=CC=C4)C(C)OC5=CC=CC=C5OC,Inactive
17387448,1233093,CC1=CC=C(S1)/C=C\2/C(=O)N(C(=NC3=CC=C(C=C3)OC)S2)CC(C)C,Inactive
17387449,9617751,CC(C)C(=O)NC1=CC=CC(=C1)/C(=N/NC(=O)C2=CC=C(C=C2)Cl)/C,Inactive
17387450,823976,CC1=NC(=CC=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-],Inactive
17387456,6877242,CC1=CC=C(C=C1)/C=N/NC(=O)CSC2=NN3C(=CC(=NC3=N2)C)C,Inactive
17387460,989656,CC(C)(C)N(C(=O)C1=CC(=CC=C1)C(=O)N(C(C)(C)C)NC(=O)C2=CC=CC=C2)NC(=O)C3=CC=CC=C3,Inactive
17387465,833135,CC1=C(C=CO1)C(=O)NNC(=O)CC2=CC=CC=C2,Inactive
17387466,3949403,COC(=O)CCC(=O)NNC(=O)CCCOC1=C(C=C(C=C1)Cl)Cl,Inactive
17387468,11836391,CC(C)C1=CC=C(C=C1)N2C(=O)CC(C2=O)SC3=NC4=CC=CC=C4O3,Inactive
17387481,751651,CCN1CNC(=S)N(C1)C2=CC=CC=C2OCC,Inactive
17387482,5863458,CCOC1=CC=C(C=C1)/C=C\2/C(OC3=CC=CC=C3C2=O)C4=CC=CC=C4,Inactive
17387483,1227112,CC1=C(C(=O)N2C=CSC2=N1)Cl,Inactive
17387488,135490301,CC1=CC=C(C=C1)N=NC2=C(N(NC2=O)C3=CC=CC=C3)N,Inactive
17387491,4171200,CC(=O)C(C(=O)NC1=CC=CC=C1)(N=NC2=CC=CC=C2)SC3=NN=C(N3C4=CC=CC=C4)C5=CC=CC=C5,Inactive
17387495,990669,CCOC(=O)CN1C(=O)C2=C(C3=C(C4=C(CCC4)N=C3S2)C5=CC=C(C=C5)Cl)N=N1,Inactive
17387497,2812440,CC1=CC=C(C=C1)N2C(=NN=N2)C3=CN=C4C=CC(=CC4=C3C5=CC=CC=C5)Cl,Inactive
17387503,1202781,CC(C)NC1=C(C(=O)OC2=CC=CC=C21)NC(=O)C,Inactive
17387505,1813003,CCCN1C(=O)/C(=C/C2=CC=C(S2)C)/SC1=NC3=CC=C(C=C3)OC,Inactive
17387510,682785,CC(C)(C)N(C(=O)C1=CC=CC=C1Cl)NC(=O)NC2=CC=CC=C2,Inactive
17387515,2165595,CC1=CC=C(S1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCC4=CC=CO4,Inactive
17387520,9659975,CCC(CC)C(=O)NC1=CC=CC(=C1)/C(=N/NC(=O)C2=C(C=NN2C)Br)/C,Inactive
17387522,5098462,COC(=O)C(C(F)(F)F)(NC(=O)C1=CC=CC=C1F)NNC2=CC=CC=C2,Inactive
17387525,1217392,CC1=C(C=C(C=C1)C(=O)COC(=O)C2=CC3=C(C=C2)C(=O)N(C3=O)C4=CC=CC5=C4C=CC=N5)C,Inactive
17387530,4609480,CCOC(=O)COC1=C(C=C(C=C1OC)Cl)C2NC3=CC=CC=C3C(=O)N2C4=CC=C(C=C4)F,Inactive
17387533,6088749,CC(C)C(C(=O)N/N=C\C1=CC=CO1)NC(=O)C2=CC3=C(C=C2)OCO3,Inactive
17387536,9522373,COC1=CC(=CC(=C1OC)OC)C2=CC(=NC(=C2C#N)SCC(=O)NC3=NC=CS3)C4=CC=CC=C4,Inactive
17387537,3398837,CC1=CC=CC=C1C(=O)NC(C(Cl)(Cl)Cl)NCC2=CC=CO2,Inactive
17387542,3375882,CC(C1=CC(=C(C=C1Br)OC)OC)NC(=O)C2=CC(=CC=C2)Br,Inactive
17387543,3144202,CCC(C)C1C(=O)N(C(=S)N1)C2CCCCC2,Inactive
17387544,838627,CC1=C(N(C(=NC(=O)C2=CC=CO2)S1)C)C3=CC=CC=C3,Inactive
17387545,851432,CC1=C(C(=NN1CC2=NC(=NO2)C3=CC(=CC=C3)OC)C)[N+](=O)[O-],Inactive
17387550,9600475,COC1=CC=C(C=C1)/C=N/NC(=O)CCCC(=O)NC2CCCCC2,Inactive
17387552,1812011,CCN=C1N(C(=O)/C(=C/C2=CC=C(O2)SC3=CC=C(C=C3)Cl)/S1)CC,Inactive
17387557,1208106,CN1C2=C(C(=O)N(C1=O)C)C(N=C(N2)C3=CC=C(C=C3)OC)(C(F)(F)F)C(F)(F)F,Inactive
17387558,6876767,CC1=NNC(=S)N1/N=C/C2=CC=C(O2)Br,Inactive
17387564,9630266,CC1=CC(=CC=C1)/C=N/N(C2=NC(=CS2)C3=CC=C(C=C3)Br)C(=O)C,Inactive
17387565,3249479,C1=COC(=C1)C(=O)OC2=CC(=C(C=C2)OC(=O)C3=CC=CO3)S(=O)(=O)C4=CC=C(C=C4)Br,Inactive
17387566,823291,CCN1C(=C(C(=N1)C(=O)NC2=CC=CC=C2C)Cl)Cl,Inactive
17387573,851435,CC1=CC(=CC=C1)C2=NOC(=N2)C3=CC4=CC=CC=C4OC3=O,Inactive
17387574,851428,CC1=CC=C(C=C1)C2=NOC(=N2)C3=CC4=CC=CC=C4OC3=O,Inactive
17387577,1792359,CC1=CC=C(C=C1)/C=C/C(=O)NC(=S)NC2=CC=CC=C2C(=O)NC3CCCCC3,Inactive
17387580,1791579,CC(C)NC(=S)NC(=O)C1=CC(=C(C=C1)OC)Br,Inactive
17387582,1791452,CC1=CC(=CC=C1)C(=O)NC(=S)N2CCN(CC2)C,Inactive
17387584,989653,CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)NC2=CC=C(C=C2)Cl)C,Inactive
17387587,5455865,CC1=CC(=C(N1C2=CC3=C(C=C2)N=CC=C3)C)/C=N\NC(=O)C4=CC=CS4,Inactive
17387599,6875074,CC1=C(C=NN1C)/C=N/NC(=O)C2=CC3=C(C=C2)OCO3,Inactive
17387601,5412248,CC1=NN(C=C1/C=N\NC(=O)C2=CSC3=CC=CC=C32)C,Inactive
17387608,11948854,COCCCN1CCN(CC1)C2=NN=C3N2C4=C(C=C(S4)Br)C(=NC3)C5=CC=CC=C5Cl.CS(=O)(=O)O,Inactive
17387610,4456916,C1CC2=CC=CC=C2C(=O)C3(C1)C(CN=N3)C4=CC=CC5=CC=CC=C54,Inactive
17387613,5409511,C/C(=N/NC(=O)C1=CC=CC=C1Cl)/C=C/C2=CC=CO2,Inactive
17387615,848635,CCC1=CC2=C(S1)N=CN=C2SC3=NC4=CC=CC=C4S3,Inactive
17387617,6877241,CC1=CC(=NC2=NC(=NN12)SCC(=O)N/N=C/C3=CC=CC=C3F)C,Inactive
17387619,6139879,CC1=C2C(=CC=C1)/C(=N/NC(=O)COC3=CC=CC=C3)/CCO2,Inactive
17387620,9732343,CC1=C2C(=CC=C1)/C(=N/NC(=O)COC3=CC=CC=C3Cl)/CCO2,Inactive
17387622,3357995,CC1(OC2=C(O1)C=C(C(=C2)N)[N+](=O)[O-])C,Inactive
17387624,1815367,CCCCN1C(=O)/C(=C\C2=CC=CO2)/C(=O)N(C1=O)CCC3=CC=CC=C3,Inactive
17387626,3633841,CC(C(C)(C)C)NC(=O)C1(CC1(Br)Br)C,Inactive
17387627,521259,C1=CC2=C(C=C(C=C2)Br)N=C1,Inactive
17387638,1020610,CC1=CC(=CC=C1)OC(=O)C2=CC=CC=C2OC3=NC(=CC(=N3)OC)OC,Inactive
17387639,1020609,CC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2OC3=NC(=CC(=N3)OC)OC,Inactive
17387640,1012499,CC1=CC(=CC=C1)NC(=O)NNC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4Cl,Inactive
17387641,1747861,C1=CC=C(C=C1)C2=NN(C=C2CNC(=O)C3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-])C4=CC=CC=C4,Inactive
17387643,1747288,CCC1=CC=C(C=C1)/C=C\C(=O)N2CCC3=CC=CC=C3C2,Inactive
17387652,1210769,COC(=O)COC1=C(C=C(C=C1)/C=C/2\C(=O)N(C(=O)S2)CC(=O)N3CCCC3)Br,Inactive
17387655,851058,C1CSC2=NC(=O)/C(=C/C3=C(C=CC=C3Cl)Cl)/N21,Inactive
17387657,6876234,C1=CC=C(C=C1)/C=C/C=N/NC(=O)C2=CC3=C(O2)C=CC4=CC=CC=C43,Inactive
17387660,1818175,CCCSC1=NN=C(O1)CSC2=NN3C(=CC(=NC3=N2)C)C,Inactive
17387661,1211604,COC(=O)C1=CC=CC=C1OCC(=O)N2CCN(CC2)C3=CC=C(C=C3)Cl,Inactive
17387663,7230574,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)COC3=CC=CC=C3C(=O)OC,Inactive
17387666,11842381,C1=CC=C(C=C1)CC2C(N(C2=O)C3=CC=CC=C3)C4=CC=CC=C4,Inactive
17387667,4047369,CCOC(=O)C1=NNC2(C1C(=O)N(C2=O)C3=CC(=CC(=C3)C)C)C4=CC=C(C=C4)Cl,Inactive
17387676,6873339,C1CCC2=C(C1)C(=CS2)C(=O)N/N=C/C3=CC(=CC=C3)F,Inactive
17387677,1012266,COC(=O)C1=C(SC2=C1CCC2)NC(=O)CN3C=C(C=N3)[N+](=O)[O-],Inactive
17387679,1020611,COC1=CC(=NC(=N1)OC2=CC=CC=C2C(=O)OC3=CC=C(C=C3)Cl)OC,Inactive
17387700,822490,CC(C)(C)C1=CC=C(S1)C2=C(C(=NC3=C2CCCC3)N)C#N,Inactive
17387701,135467636,CC(C)N1C(=C(SC1=NC2=CC=CC=C2)/C=C/3\C=NC4=CC=CC=C43)O,Inactive
17387707,9617700,C/C(=N\NC(=O)C1=CC(=CC=C1)[N+](=O)[O-])/C2=CC(=CC=C2)NC(=O)CC3=CC=C(C=C3)OC,Inactive
17387731,6002491,CCC(CC)C(=O)NC1=CC=CC(=C1)/C(=N\NC(=O)C2=CC=C(S2)C)/C,Inactive
17387735,826946,CCNC(=O)C1=CC=C(C=C1)N2C(=CC(=N2)C)C3=CC=CC=C3,Inactive
17387741,4694793,C1CCC2C(C1)C(=O)N(C2=O)C3=CC=CC=C3OC(=O)C4=CC=CC=C4,Inactive
17387745,9614487,CC/C(=N/NC1=CC=CC=C1)/C2=CN=NC(=N2)SC,Inactive
17387746,9731748,C/C(=N/NC1=CC=CC=C1)/C2=CN=NC(=N2)SC,Inactive
17387747,9558652,COC(=O)CN1C=C(C2=CC=CC=C21)/C=N/NC(=O)C3=C(C=C(C=C3)C#N)F,Inactive
17387748,1220436,COC1=CC=CC(=C1)C(=O)N2C3=CC4=C(C=C3N=C2SC)OCCO4,Inactive
17387752,838630,CC1=C(N(C(=NC(=O)C2=CC=CO2)S1)C)C3=CC=C(C=C3)F,Inactive
17387755,6873194,CS(=O)(=O)N(CC(=O)N/N=C/C1=CC=CS1)C2=C(C(=CC=C2)Cl)Cl,Inactive
17387759,135490304,CC(C(=O)N/N=C/C1=C(C(=CC(=C1)Br)OC)O)N2C=C(C(=N2)OC)[N+](=O)[O-],Inactive
17387760,135490305,CC(C(=O)N/N=C/C1=CC=C(C=C1)O)N2C=C(C(=N2)OC)[N+](=O)[O-],Inactive
17387766,9599881,C/C(=N\N=C(/N)\SC1CC(=O)N(C1=O)C2=CC=C(C=C2)OC)/C3=CC=CS3,Inactive
17387770,1015567,CC(C)(C)NS(=O)(=O)C1=CC=C(C=C1)NC(=S)NC(=O)CC2=CC=C(C=C2)OC,Inactive
17387771,9669892,C/C(=N\NC(=O)CC1=CC=CC=C1)/CC(=O)NCC2=CC=CC=C2OC,Inactive
17387772,20846126,CC(C)(C)C1=CC=C(C=C1)C2CC2C(=O)N/N=C\C3=CC4=CC=CC=C4N=C3Cl,Inactive
17387779,1767262,CCNC(=S)NNC(=O)C1=CSC2=CC=CC=C21,Inactive
17387780,1765963,COC1=C(C=C(C=C1)Cl)C(=O)NNC(=S)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4,Inactive
17387784,6859721,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCCC3)F)C(=O)N/N=C(/C)\C4=CC=C(C=C4)F,Inactive
17387785,1748344,CCOC(=O)C1=C(SC=C1C2=CC=CC(=C2)C)NC(=O)C3=C(ON=C3C4=CC=CC=C4)C,Inactive
17387786,1220139,CC1=C(SC(=C1C#N)NC(=O)/C=C/C2=CC=C(C=C2)C(C)C)C,Inactive
17387789,4411497,CC1=CC=C(C=C1)C2CC2C(=O)NN,Inactive
17387800,4462950,COC1=CC=CC=C1C(=O)NN2C(=O)C3C4C=CC(C3C2=O)O4,Inactive
17387804,1022894,CC1=CC=C(O1)C2=NC3=CC=CC=C3C(=C2)C(=O)N4CCN(CC4)C5=CC=C(C=C5)F,Inactive
17387805,1019735,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)CN3C(=C(C(=N3)[N+](=O)[O-])Cl)C,Inactive
17387815,980269,CC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)CSC3=NN=C(N3C)C4=CC=NC=C4,Inactive
17387816,852310,CC(C)SC1=NC(=NC(=C1)N2CCCC2)C3=CC=C(C=C3)F,Inactive
17387828,996008,COC1=CC=C(C=C1)C(=O)NC2=C(C(=CS2)C3=C(C=C(C=C3)Cl)Cl)C(=O)N,Inactive
17387829,4285938,CC(C1=CC(=C(C=C1Br)OC)OC)NC(=O)C2=CC=C(C=C2)OC,Inactive
17387831,4254555,CC1=CC=C(C=C1)NC(=O)C(C)N2C(=O)C3C4CC(C3C2=O)C(C4Br)Br,Inactive
17387834,4059032,CCC(=O)N1C2C3N(C4C(N3C(=O)CC)N(C(C1N4C(=O)CC)N2C(=O)CC)C(=O)CC)C(=O)CC,Inactive
17387846,11948868,CN(C)CCCOC1=CC=C(C=C1)NC2C3=CC=CC=C3CSC4=CC=CC=C24.C(=O)(C(=O)O)O,Inactive
17387848,4048341,CC(=O)N1C2C3N(C4C(N3C(=O)C)N(C(C1N4C(=O)C)N2C(=O)C)C(=O)C)C(=O)C,Inactive
17387849,831972,CC1=CC(=NO1)NC(=O)C2=C(C(=NN2C)C)[N+](=O)[O-],Inactive
17387852,4155575,CC1CC2=CC=CC=C2N1C(=O)CN3C=C(C=N3)[N+](=O)[O-],Inactive
17387853,5432315,C1=CC=C(C=C1)/C(=N\NC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)/C4=CN=CC=C4,Inactive
17387856,1747236,CCCCNC(=O)NNC(=O)C1=C(OC=C1)C,Inactive
17387860,4607711,CCC1=CC(=CS1)C(=O)NNC(=S)NCC2CCCO2,Inactive
17387867,3473732,CC1=CC=C(C=C1)C2C3=CC=CC=C3OC(=C2C=NC4=C(N(N(C4=O)C5=CC=CC=C5)C)C)C6=CC=CC=C6,Inactive
17387879,844618,CC1=CC(=NO1)NC(=O)C2=NN(C(=C2[N+](=O)[O-])C)C,Inactive
17387882,9689719,CC1=C2C(=CC=C1)/C(=N/NC(=O)COC3=CC=CC=C3C)/CCO2,Inactive
